service_date,date,bus,rail_boardings,total_rides
06/26/2002,2002-06-26,879533,601333,1480866
06/27/2002,2002-06-27,914452,613276,1527728
06/28/2002,2002-06-28,934562,650340,1584902
06/29/2002,2002-06-29,636792,369705,1006497
06/30/2002,2002-06-30,441101,309418,750519
07/01/2002,2002-07-01,948966,601509,1550475
07/02/2002,2002-07-02,955991,621541,1577532
07/03/2002,2002-07-03,1004276,785621,1789897
07/04/2002,2002-07-04,441126,279204,720330
07/05/2002,2002-07-05,807831,500685,1308516
07/06/2002,2002-07-06,597877,324834,922711
07/07/2002,2002-07-07,445916,256321,702237
07/08/2002,2002-07-08,929870,575055,1504925
07/09/2002,2002-07-09,919623,579348,1498971
07/10/2002,2002-07-10,941513,591208,1532721
07/11/2002,2002-07-11,969657,594276,1563933
07/12/2002,2002-07-12,963191,618865,1582056
07/13/2002,2002-07-13,624850,324416,949266
07/14/2002,2002-07-14,433166,239865,673031
07/15/2002,2002-07-15,949705,608087,1557792
07/16/2002,2002-07-16,946077,621832,1567909
07/17/2002,2002-07-17,931752,595378,1527130
07/18/2002,2002-07-18,942643,596288,1538931
07/19/2002,2002-07-19,960153,612971,1573124
07/20/2002,2002-07-20,635657,339113,974770
07/21/2002,2002-07-21,412477,229156,641633
07/22/2002,2002-07-22,900537,595784,1496321
07/23/2002,2002-07-23,955084,623156,1578240
07/24/2002,2002-07-24,945502,617518,1563020
07/25/2002,2002-07-25,931679,608190,1539869
07/26/2002,2002-07-26,942389,590601,1532990
07/27/2002,2002-07-27,595484,327980,923464
07/28/2002,2002-07-28,414913,215040,629953
07/29/2002,2002-07-29,893147,565324,1458471
07/30/2002,2002-07-30,934322,614162,1548484
07/31/2002,2002-07-31,912632,603775,1516407
08/01/2002,2002-08-01,969159,607964,1577123
08/02/2002,2002-08-02,1004199,612785,1616984
08/03/2002,2002-08-03,674990,325279,1000269
08/04/2002,2002-08-04,451144,234620,685764
08/05/2002,2002-08-05,941406,569627,1511033
08/06/2002,2002-08-06,955681,592722,1548403
08/07/2002,2002-08-07,940727,585313,1526040
08/08/2002,2002-08-08,945096,589840,1534936
08/09/2002,2002-08-09,968109,592938,1561047
08/10/2002,2002-08-10,667701,340015,1007716
08/11/2002,2002-08-11,437332,230526,667858
08/12/2002,2002-08-12,908503,579800,1488303
08/13/2002,2002-08-13,871791,578996,1450787
08/14/2002,2002-08-14,893558,586107,1479665
08/15/2002,2002-08-15,920323,599375,1519698
08/16/2002,2002-08-16,903666,592393,1496059
08/17/2002,2002-08-17,644076,340569,984645
08/18/2002,2002-08-18,490868,285298,776166
08/19/2002,2002-08-19,847798,545503,1393301
08/20/2002,2002-08-20,918696,586734,1505430
08/21/2002,2002-08-21,904673,572717,1477390
08/22/2002,2002-08-22,829797,533893,1363690
08/23/2002,2002-08-23,903292,570031,1473323
08/24/2002,2002-08-24,625725,308392,934117
08/25/2002,2002-08-25,441076,227484,668560
08/26/2002,2002-08-26,920546,572967,1493513
08/27/2002,2002-08-27,923644,596884,1520528
08/28/2002,2002-08-28,922170,590348,1512518
08/29/2002,2002-08-29,808555,532322,1340877
08/30/2002,2002-08-30,987793,608056,1595849
08/31/2002,2002-08-31,666152,345777,1011929
09/01/2002,2002-09-01,477226,257229,734455
09/02/2002,2002-09-02,381482,201136,582618
09/03/2002,2002-09-03,1106907,625970,1732877
09/04/2002,2002-09-04,1087925,634665,1722590
09/05/2002,2002-09-05,1083538,634950,1718488
09/06/2002,2002-09-06,1082951,634809,1717760
09/07/2002,2002-09-07,643335,318886,962221
09/08/2002,2002-09-08,439942,218716,658658
09/09/2002,2002-09-09,1071206,630453,1701659
09/10/2002,2002-09-10,1050992,640278,1691270
09/11/2002,2002-09-11,1045640,631554,1677194
09/12/2002,2002-09-12,1059762,645114,1704876
09/13/2002,2002-09-13,1064345,655102,1719447
09/14/2002,2002-09-14,642689,327322,970011
09/15/2002,2002-09-15,421429,221310,642739
09/16/2002,2002-09-16,1049667,617848,1667515
09/17/2002,2002-09-17,1064546,644444,1708990
09/18/2002,2002-09-18,1039162,643763,1682925
09/19/2002,2002-09-19,1038608,640884,1679492
09/20/2002,2002-09-20,1019280,626196,1645476
09/21/2002,2002-09-21,674983,330553,1005536
09/22/2002,2002-09-22,416973,215142,632115
09/23/2002,2002-09-23,1055515,637798,1693313
09/24/2002,2002-09-24,1055580,664958,1720538
09/25/2002,2002-09-25,1064437,666345,1730782
09/26/2002,2002-09-26,1057421,662347,1719768
09/27/2002,2002-09-27,1058970,651373,1710343
09/28/2002,2002-09-28,632188,338847,971035
09/29/2002,2002-09-29,421618,232441,654059
09/30/2002,2002-09-30,1048696,634065,1682761
10/01/2002,2002-10-01,1098830,653561,1752391
10/02/2002,2002-10-02,1059836,648879,1708715
10/03/2002,2002-10-03,1100107,655905,1756012
10/04/2002,2002-10-04,1024955,626723,1651678
10/05/2002,2002-10-05,672805,338207,1011012
10/06/2002,2002-10-06,423210,223075,646285
10/07/2002,2002-10-07,1086922,641838,1728760
10/08/2002,2002-10-08,1074824,650758,1725582
10/09/2002,2002-10-09,1064324,648974,1713298
10/10/2002,2002-10-10,1072954,655002,1727956
10/11/2002,2002-10-11,1074197,658585,1732782
10/12/2002,2002-10-12,612527,332781,945308
10/13/2002,2002-10-13,407917,323103,731020
10/14/2002,2002-10-14,806818,542057,1348875
10/15/2002,2002-10-15,1068455,653527,1721982
10/16/2002,2002-10-16,1036205,645880,1682085
10/17/2002,2002-10-17,1030300,645590,1675890
10/18/2002,2002-10-18,1059316,643043,1702359
10/19/2002,2002-10-19,654965,333538,988503
10/20/2002,2002-10-20,424767,222167,646934
10/21/2002,2002-10-21,1057968,632256,1690224
10/22/2002,2002-10-22,1047657,645112,1692769
10/23/2002,2002-10-23,1013066,635553,1648619
10/24/2002,2002-10-24,1014798,642039,1656837
10/25/2002,2002-10-25,1022926,632981,1655907
10/26/2002,2002-10-26,626185,331030,957215
10/27/2002,2002-10-27,413385,217556,630941
10/28/2002,2002-10-28,1041265,628314,1669579
10/29/2002,2002-10-29,1025525,636398,1661923
10/30/2002,2002-10-30,1036745,639993,1676738
10/31/2002,2002-10-31,1000155,635297,1635452
11/01/2002,2002-11-01,1069031,628183,1697214
11/02/2002,2002-11-02,647400,313106,960506
11/03/2002,2002-11-03,418620,211506,630126
11/04/2002,2002-11-04,1072235,633872,1706107
11/05/2002,2002-11-05,994530,613203,1607733
11/06/2002,2002-11-06,1045767,644971,1690738
11/07/2002,2002-11-07,1065889,664817,1730706
11/08/2002,2002-11-08,995294,646927,1642221
11/09/2002,2002-11-09,630142,329264,959406
11/10/2002,2002-11-10,419858,220134,639992
11/11/2002,2002-11-11,780558,519021,1299579
11/12/2002,2002-11-12,1029700,637242,1666942
11/13/2002,2002-11-13,1035982,635224,1671206
11/14/2002,2002-11-14,956533,625010,1581543
11/15/2002,2002-11-15,1042694,630267,1672961
11/16/2002,2002-11-16,600110,314114,914224
11/17/2002,2002-11-17,393692,204651,598343
11/18/2002,2002-11-18,1018831,619368,1638199
11/19/2002,2002-11-19,1058349,638719,1697068
11/20/2002,2002-11-20,1033748,630680,1664428
11/21/2002,2002-11-21,983825,621257,1605082
11/22/2002,2002-11-22,1030889,618981,1649870
11/23/2002,2002-11-23,631388,353053,984441
11/24/2002,2002-11-24,393321,202257,595578
11/25/2002,2002-11-25,992101,602628,1594729
11/26/2002,2002-11-26,959679,611673,1571352
11/27/2002,2002-11-27,946620,584367,1530987
11/28/2002,2002-11-28,297477,145995,443472
11/29/2002,2002-11-29,676405,367260,1043665
11/30/2002,2002-11-30,525319,255100,780419
12/01/2002,2002-12-01,362192,187150,549342
12/02/2002,2002-12-02,966808,598780,1565588
12/03/2002,2002-12-03,1007666,622071,1629737
12/04/2002,2002-12-04,1003459,610601,1614060
12/05/2002,2002-12-05,1005218,607822,1613040
12/06/2002,2002-12-06,1018401,602004,1620405
12/07/2002,2002-12-07,627855,318034,945889
12/08/2002,2002-12-08,396717,202070,598787
12/09/2002,2002-12-09,994622,575116,1569738
12/10/2002,2002-12-10,1030456,601656,1632112
12/11/2002,2002-12-11,1021640,603601,1625241
12/12/2002,2002-12-12,1015667,602683,1618350
12/13/2002,2002-12-13,1020480,600852,1621332
12/14/2002,2002-12-14,653848,325639,979487
12/15/2002,2002-12-15,435253,216394,651647
12/16/2002,2002-12-16,1003932,577286,1581218
12/17/2002,2002-12-17,985528,583328,1568856
12/18/2002,2002-12-18,939870,571921,1511791
12/19/2002,2002-12-19,1020038,590493,1610531
12/20/2002,2002-12-20,984913,565925,1550838
12/21/2002,2002-12-21,614025,284719,898744
12/22/2002,2002-12-22,404210,194323,598533
12/23/2002,2002-12-23,827316,467245,1294561
12/24/2002,2002-12-24,621673,319916,941589
12/25/2002,2002-12-25,237547,96846,334393
12/26/2002,2002-12-26,661076,372317,1033393
12/27/2002,2002-12-27,744896,424575,1169471
12/28/2002,2002-12-28,528087,236606,764693
12/29/2002,2002-12-29,380197,181081,561278
12/30/2002,2002-12-30,773707,469806,1243513
12/31/2002,2002-12-31,792623,456865,1249488
01/01/2003,2003-01-01,325478,169985,495463
01/02/2003,2003-01-02,757781,484840,1242621
01/03/2003,2003-01-03,861580,515985,1377565
01/04/2003,2003-01-04,570941,255217,826158
01/05/2003,2003-01-05,377813,177159,554972
01/06/2003,2003-01-06,982617,574868,1557485
01/07/2003,2003-01-07,982542,580676,1563218
01/08/2003,2003-01-08,1011812,592758,1604570
01/09/2003,2003-01-09,979678,586435,1566113
01/10/2003,2003-01-10,963808,567691,1531499
01/11/2003,2003-01-11,506478,250051,756529
01/12/2003,2003-01-12,346918,171467,518385
01/13/2003,2003-01-13,973653,585781,1559434
01/14/2003,2003-01-14,940805,594400,1535205
01/15/2003,2003-01-15,928578,583104,1511682
01/16/2003,2003-01-16,945280,591915,1537195
01/17/2003,2003-01-17,973358,584772,1558130
01/18/2003,2003-01-18,512435,261058,773493
01/19/2003,2003-01-19,327279,172937,500216
01/20/2003,2003-01-20,604089,375958,980047
01/21/2003,2003-01-21,954156,590827,1544983
01/22/2003,2003-01-22,912033,572491,1484524
01/23/2003,2003-01-23,822317,541015,1363332
01/24/2003,2003-01-24,893501,546353,1439854
01/25/2003,2003-01-25,547944,259287,807231
01/26/2003,2003-01-26,335046,168783,503829
01/27/2003,2003-01-27,922033,564295,1486328
01/28/2003,2003-01-28,952120,598146,1550266
01/29/2003,2003-01-29,970605,594588,1565193
01/30/2003,2003-01-30,993731,601060,1594791
01/31/2003,2003-01-31,929004,577555,1506559
02/01/2003,2003-02-01,639705,291226,930931
02/02/2003,2003-02-02,415598,192294,607892
02/03/2003,2003-02-03,1039918,596186,1636104
02/04/2003,2003-02-04,980582,597044,1577626
02/05/2003,2003-02-05,961776,585552,1547328
02/06/2003,2003-02-06,981973,596888,1578861
02/07/2003,2003-02-07,953979,573249,1527228
02/08/2003,2003-02-08,563430,270521,833951
02/09/2003,2003-02-09,367964,180861,548825
02/10/2003,2003-02-10,948507,584120,1532627
02/11/2003,2003-02-11,928346,592292,1520638
02/12/2003,2003-02-12,749254,523192,1272446
02/13/2003,2003-02-13,978871,597819,1576690
02/14/2003,2003-02-14,985806,594045,1579851
02/15/2003,2003-02-15,543945,271823,815768
02/16/2003,2003-02-16,365939,188276,554215
02/17/2003,2003-02-17,709845,447938,1157783
02/18/2003,2003-02-18,974450,604717,1579167
02/19/2003,2003-02-19,982943,605097,1588040
02/20/2003,2003-02-20,988095,611766,1599861
02/21/2003,2003-02-21,1005940,601156,1607096
02/22/2003,2003-02-22,529921,276538,806459
02/23/2003,2003-02-23,377363,185905,563268
02/24/2003,2003-02-24,908324,574013,1482337
02/25/2003,2003-02-25,897857,572520,1470377
02/26/2003,2003-02-26,939161,588630,1527791
02/27/2003,2003-02-27,951569,599144,1550713
02/28/2003,2003-02-28,1011530,597504,1609034
03/01/2003,2003-03-01,610177,291264,901441
03/02/2003,2003-03-02,347417,182200,529617
03/03/2003,2003-03-03,822165,535306,1357471
03/04/2003,2003-03-04,964967,606043,1571010
03/05/2003,2003-03-05,868551,583929,1452480
03/06/2003,2003-03-06,874641,573715,1448356
03/07/2003,2003-03-07,980484,584273,1564757
03/08/2003,2003-03-08,550093,274523,824616
03/09/2003,2003-03-09,335884,177874,513758
03/10/2003,2003-03-10,916661,573635,1490296
03/11/2003,2003-03-11,971894,601034,1572928
03/12/2003,2003-03-12,981590,604333,1585923
03/13/2003,2003-03-13,978881,609896,1588777
03/14/2003,2003-03-14,1009566,615377,1624943
03/15/2003,2003-03-15,637081,381570,1018651
03/16/2003,2003-03-16,429227,235438,664665
03/17/2003,2003-03-17,976703,597982,1574685
03/18/2003,2003-03-18,963349,596226,1559575
03/19/2003,2003-03-19,938499,586881,1525380
03/20/2003,2003-03-20,936654,594341,1530995
03/21/2003,2003-03-21,967479,588655,1556134
03/22/2003,2003-03-22,577660,292329,869989
03/23/2003,2003-03-23,410745,215626,626371
03/24/2003,2003-03-24,962889,584149,1547038
03/25/2003,2003-03-25,973017,594589,1567606
03/26/2003,2003-03-26,968581,594924,1563505
03/27/2003,2003-03-27,969195,593676,1562871
03/28/2003,2003-03-28,815984,552242,1368226
03/29/2003,2003-03-29,555638,280361,835999
03/30/2003,2003-03-30,372071,191109,563180
03/31/2003,2003-03-31,973924,577834,1551758
04/01/2003,2003-04-01,1028531,603564,1632095
04/02/2003,2003-04-02,1020829,602855,1623684
04/03/2003,2003-04-03,995062,592074,1587136
04/04/2003,2003-04-04,912458,572837,1485295
04/05/2003,2003-04-05,593273,293496,886769
04/06/2003,2003-04-06,370275,188467,558742
04/07/2003,2003-04-07,873605,565391,1438996
04/08/2003,2003-04-08,947482,599769,1547251
04/09/2003,2003-04-09,986992,611985,1598977
04/10/2003,2003-04-10,1007977,624279,1632256
04/11/2003,2003-04-11,912918,600667,1513585
04/12/2003,2003-04-12,602670,321354,924024
04/13/2003,2003-04-13,407540,219553,627093
04/14/2003,2003-04-14,904517,593473,1497990
04/15/2003,2003-04-15,894368,606461,1500829
04/16/2003,2003-04-16,836328,578259,1414587
04/17/2003,2003-04-17,815274,563613,1378887
04/18/2003,2003-04-18,769997,482196,1252193
04/19/2003,2003-04-19,562148,263464,825612
04/20/2003,2003-04-20,368478,172399,540877
04/21/2003,2003-04-21,925231,572442,1497673
04/22/2003,2003-04-22,964240,617403,1581643
04/23/2003,2003-04-23,923474,613127,1536601
04/24/2003,2003-04-24,961316,620140,1581456
04/25/2003,2003-04-25,979369,595103,1574472
04/26/2003,2003-04-26,588057,300728,888785
04/27/2003,2003-04-27,403462,210716,614178
04/28/2003,2003-04-28,962103,582145,1544248
04/29/2003,2003-04-29,958977,595629,1554606
04/30/2003,2003-04-30,828642,567596,1396238
05/01/2003,2003-05-01,971218,597161,1568379
05/02/2003,2003-05-02,1039212,616460,1655672
05/03/2003,2003-05-03,645503,335590,981093
05/04/2003,2003-05-04,395799,214366,610165
05/05/2003,2003-05-05,1006467,608082,1614549
05/06/2003,2003-05-06,1007795,626276,1634071
05/07/2003,2003-05-07,977279,610370,1587649
05/08/2003,2003-05-08,984692,605164,1589856
05/09/2003,2003-05-09,992211,616706,1608917
05/10/2003,2003-05-10,577508,301857,879365
05/11/2003,2003-05-11,322449,193398,515847
05/12/2003,2003-05-12,956974,580553,1537527
05/13/2003,2003-05-13,981698,602563,1584261
05/14/2003,2003-05-14,911890,583198,1495088
05/15/2003,2003-05-15,971525,598384,1569909
05/16/2003,2003-05-16,999630,589910,1589540
05/17/2003,2003-05-17,614484,304723,919207
05/18/2003,2003-05-18,403043,207860,610903
05/19/2003,2003-05-19,961806,579665,1541471
05/20/2003,2003-05-20,966295,594508,1560803
05/21/2003,2003-05-21,992696,592768,1585464
05/22/2003,2003-05-22,967683,590893,1558576
05/23/2003,2003-05-23,969112,575372,1544484
05/24/2003,2003-05-24,591523,301068,892591
05/25/2003,2003-05-25,408454,223466,631920
05/26/2003,2003-05-26,380796,224023,604819
05/27/2003,2003-05-27,961009,597804,1558813
05/28/2003,2003-05-28,910537,586704,1497241
05/29/2003,2003-05-29,961715,595331,1557046
05/30/2003,2003-05-30,988281,613622,1601903
05/31/2003,2003-05-31,575015,318134,893149
06/01/2003,2003-06-01,422827,245291,668118
06/02/2003,2003-06-02,978201,583126,1561327
06/03/2003,2003-06-03,992041,610279,1602320
06/04/2003,2003-06-04,997077,615414,1612491
06/05/2003,2003-06-05,991907,622481,1614388
06/06/2003,2003-06-06,962917,615632,1578549
06/07/2003,2003-06-07,634650,354198,988848
06/08/2003,2003-06-08,380953,229228,610181
06/09/2003,2003-06-09,987516,590887,1578403
06/10/2003,2003-06-10,940459,596552,1537011
06/11/2003,2003-06-11,961149,607043,1568192
06/12/2003,2003-06-12,969572,604883,1574455
06/13/2003,2003-06-13,976147,592987,1569134
06/14/2003,2003-06-14,626911,320029,946940
06/15/2003,2003-06-15,421515,221822,643337
06/16/2003,2003-06-16,955066,581387,1536453
06/17/2003,2003-06-17,965718,601420,1567138
06/18/2003,2003-06-18,897454,587986,1485440
06/19/2003,2003-06-19,946693,596124,1542817
06/20/2003,2003-06-20,938177,611219,1549396
06/21/2003,2003-06-21,610796,345895,956691
06/22/2003,2003-06-22,423283,242077,665360
06/23/2003,2003-06-23,855955,568379,1424334
06/24/2003,2003-06-24,928442,620552,1548994
06/25/2003,2003-06-25,841205,603880,1445085
06/26/2003,2003-06-26,833307,600660,1433967
06/27/2003,2003-06-27,890776,661150,1551926
06/28/2003,2003-06-28,561500,350162,911662
06/29/2003,2003-06-29,421380,329753,751133
06/30/2003,2003-06-30,884729,611874,1496603
07/01/2003,2003-07-01,957351,634210,1591561
07/02/2003,2003-07-02,936777,640212,1576989
07/03/2003,2003-07-03,983110,790702,1773812
07/04/2003,2003-07-04,471591,347887,819478
07/05/2003,2003-07-05,549605,363309,912914
07/06/2003,2003-07-06,389816,269228,659044
07/07/2003,2003-07-07,852771,569437,1422208
07/08/2003,2003-07-08,846175,579733,1425908
07/09/2003,2003-07-09,871942,598967,1470909
07/10/2003,2003-07-10,893195,614469,1507664
07/11/2003,2003-07-11,907669,615433,1523102
07/12/2003,2003-07-12,607118,339152,946270
07/13/2003,2003-07-13,421579,257051,678630
07/14/2003,2003-07-14,905206,611190,1516396
07/15/2003,2003-07-15,874304,618204,1492508
07/16/2003,2003-07-16,915630,597927,1513557
07/17/2003,2003-07-17,861722,579675,1441397
07/18/2003,2003-07-18,902204,590356,1492560
07/19/2003,2003-07-19,619480,324535,944015
07/20/2003,2003-07-20,403847,224010,627857
07/21/2003,2003-07-21,883219,578363,1461582
07/22/2003,2003-07-22,889426,590880,1480306
07/23/2003,2003-07-23,906650,622160,1528810
07/24/2003,2003-07-24,896387,622281,1518668
07/25/2003,2003-07-25,903368,591792,1495160
07/26/2003,2003-07-26,584819,312502,897321
07/27/2003,2003-07-27,367151,222589,589740
07/28/2003,2003-07-28,849172,562933,1412105
07/29/2003,2003-07-29,903830,615414,1519244
07/30/2003,2003-07-30,880392,616406,1496798
07/31/2003,2003-07-31,889575,617395,1506970
08/01/2003,2003-08-01,912597,605206,1517803
08/02/2003,2003-08-02,678701,399990,1078691
08/03/2003,2003-08-03,387659,244986,632645
08/04/2003,2003-08-04,920408,585024,1505432
08/05/2003,2003-08-05,918113,600556,1518669
08/06/2003,2003-08-06,883115,581895,1465010
08/07/2003,2003-08-07,923161,584026,1507187
08/08/2003,2003-08-08,903597,583831,1487428
08/09/2003,2003-08-09,638279,371415,1009694
08/10/2003,2003-08-10,418764,244876,663640
08/11/2003,2003-08-11,806587,566910,1373497
08/12/2003,2003-08-12,864526,595230,1459756
08/13/2003,2003-08-13,875224,614427,1489651
08/14/2003,2003-08-14,857542,592601,1450143
08/15/2003,2003-08-15,873580,602111,1475691
08/16/2003,2003-08-16,627785,363117,990902
08/17/2003,2003-08-17,462931,290507,753438
08/18/2003,2003-08-18,821919,559214,1381133
08/19/2003,2003-08-19,853603,577418,1431021
08/20/2003,2003-08-20,838351,567116,1405467
08/21/2003,2003-08-21,820578,562565,1383143
08/22/2003,2003-08-22,867524,576202,1443726
08/23/2003,2003-08-23,585510,313035,898545
08/24/2003,2003-08-24,408305,227185,635490
08/25/2003,2003-08-25,850528,561134,1411662
08/26/2003,2003-08-26,836703,573211,1409914
08/27/2003,2003-08-27,862298,578962,1441260
08/28/2003,2003-08-28,857707,578781,1436488
08/29/2003,2003-08-29,902436,604839,1507275
08/30/2003,2003-08-30,622090,339474,961564
08/31/2003,2003-08-31,396860,242605,639465
09/01/2003,2003-09-01,326772,199296,526068
09/02/2003,2003-09-02,1025978,648864,1674842
09/03/2003,2003-09-03,1059974,650319,1710293
09/04/2003,2003-09-04,1040002,652383,1692385
09/05/2003,2003-09-05,1044868,634834,1679702
09/06/2003,2003-09-06,625347,334013,959360
09/07/2003,2003-09-07,421385,222973,644358
09/08/2003,2003-09-08,1028540,623072,1651612
09/09/2003,2003-09-09,1030074,632686,1662760
09/10/2003,2003-09-10,1019275,645858,1665133
09/11/2003,2003-09-11,1018196,639732,1657928
09/12/2003,2003-09-12,1002297,650171,1652468
09/13/2003,2003-09-13,601330,350594,951924
09/14/2003,2003-09-14,386248,235410,621658
09/15/2003,2003-09-15,1015639,653569,1669208
09/16/2003,2003-09-16,1033950,663607,1697557
09/17/2003,2003-09-17,1023215,663761,1686976
09/18/2003,2003-09-18,1023301,647465,1670766
09/19/2003,2003-09-19,1019769,642616,1662385
09/20/2003,2003-09-20,618523,338787,957310
09/21/2003,2003-09-21,421320,231095,652415
09/22/2003,2003-09-22,992288,638244,1630532
09/23/2003,2003-09-23,1023379,655433,1678812
09/24/2003,2003-09-24,973736,643836,1617572
09/25/2003,2003-09-25,1006367,648354,1654721
09/26/2003,2003-09-26,939175,643987,1583162
09/27/2003,2003-09-27,591935,358390,950325
09/28/2003,2003-09-28,377248,236781,614029
09/29/2003,2003-09-29,1001427,637350,1638777
09/30/2003,2003-09-30,1000725,637394,1638119
10/01/2003,2003-10-01,1051684,644239,1695923
10/02/2003,2003-10-02,1016259,641608,1657867
10/03/2003,2003-10-03,999345,667963,1667308
10/04/2003,2003-10-04,651128,383554,1034682
10/05/2003,2003-10-05,428277,236860,665137
10/06/2003,2003-10-06,1018276,618461,1636737
10/07/2003,2003-10-07,1051869,699907,1751776
10/08/2003,2003-10-08,1026066,693316,1719382
10/09/2003,2003-10-09,1011003,650911,1661914
10/10/2003,2003-10-10,1031598,661985,1693583
10/11/2003,2003-10-11,628499,366667,995166
10/12/2003,2003-10-12,411927,351185,763112
10/13/2003,2003-10-13,780132,547856,1327988
10/14/2003,2003-10-14,928265,691539,1619804
10/15/2003,2003-10-15,1026737,711785,1738522
10/16/2003,2003-10-16,1013203,650877,1664080
10/17/2003,2003-10-17,1023752,651230,1674982
10/18/2003,2003-10-18,633461,362376,995837
10/19/2003,2003-10-19,422713,241241,663954
10/20/2003,2003-10-20,1077011,632330,1709341
10/21/2003,2003-10-21,958546,644683,1603229
10/22/2003,2003-10-22,1003925,640420,1644345
10/23/2003,2003-10-23,1008328,644198,1652526
10/24/2003,2003-10-24,1008879,639483,1648362
10/25/2003,2003-10-25,615584,332732,948316
10/26/2003,2003-10-26,395925,231808,627733
10/27/2003,2003-10-27,990268,620687,1610955
10/28/2003,2003-10-28,978501,631318,1609819
10/29/2003,2003-10-29,986799,637933,1624732
10/30/2003,2003-10-30,1006074,652674,1658748
10/31/2003,2003-10-31,996142,628603,1624745
11/01/2003,2003-11-01,606945,309648,916593
11/02/2003,2003-11-02,397515,215452,612967
11/03/2003,2003-11-03,1007989,614598,1622587
11/04/2003,2003-11-04,1003988,630296,1634284
11/05/2003,2003-11-05,1015157,639104,1654261
11/06/2003,2003-11-06,1015139,644961,1660100
11/07/2003,2003-11-07,906629,620991,1527620
11/08/2003,2003-11-08,566334,320811,887145
11/09/2003,2003-11-09,383993,221796,605789
11/10/2003,2003-11-10,981163,606222,1587385
11/11/2003,2003-11-11,789039,542871,1331910
11/12/2003,2003-11-12,977852,627509,1605361
11/13/2003,2003-11-13,901163,616525,1517688
11/14/2003,2003-11-14,964479,632553,1597032
11/15/2003,2003-11-15,567411,334186,901597
11/16/2003,2003-11-16,382584,222633,605217
11/17/2003,2003-11-17,996959,618428,1615387
11/18/2003,2003-11-18,881272,608253,1489525
11/19/2003,2003-11-19,1011052,632045,1643097
11/20/2003,2003-11-20,1006072,638332,1644404
11/21/2003,2003-11-21,1004115,626155,1630270
11/22/2003,2003-11-22,608476,361622,970098
11/23/2003,2003-11-23,352918,202523,555441
11/24/2003,2003-11-24,897941,583860,1481801
11/25/2003,2003-11-25,945699,602970,1548669
11/26/2003,2003-11-26,930556,579257,1509813
11/27/2003,2003-11-27,292469,153251,445720
11/28/2003,2003-11-28,557794,344266,902060
11/29/2003,2003-11-29,484077,265968,750045
11/30/2003,2003-11-30,378933,217629,596562
12/01/2003,2003-12-01,998632,601364,1599996
12/02/2003,2003-12-02,984587,605675,1590262
12/03/2003,2003-12-03,1002993,613563,1616556
12/04/2003,2003-12-04,962556,610322,1572878
12/05/2003,2003-12-05,968576,606672,1575248
12/06/2003,2003-12-06,587823,326475,914298
12/07/2003,2003-12-07,393784,214938,608722
12/08/2003,2003-12-08,975766,586022,1561788
12/09/2003,2003-12-09,959147,594395,1553542
12/10/2003,2003-12-10,945145,597600,1542745
12/11/2003,2003-12-11,936467,591327,1527794
12/12/2003,2003-12-12,912540,575833,1488373
12/13/2003,2003-12-13,544810,305519,850329
12/14/2003,2003-12-14,369050,209939,578989
12/15/2003,2003-12-15,936119,568654,1504773
12/16/2003,2003-12-16,926650,576496,1503146
12/17/2003,2003-12-17,925481,573820,1499301
12/18/2003,2003-12-18,917919,567624,1485543
12/19/2003,2003-12-19,926113,555922,1482035
12/20/2003,2003-12-20,564850,289142,853992
